"","resi_half","area","linear"
"36","upper-17_lower_A",0.292111075651707,0.257241379310345
"37","lower-17_lower_DBH",0,0
"38","upper-17_lower_DBH",0.307600756143667,0.247802197802198
"39","lower-18_lower_A",0.213733921445075,0.166376811594203
"40","upper-18_lower_A",0.205463323846045,0.367826086956522
"41","lower-18_lower_DBH",0.222199185151652,0.150212765957447
"42","upper-18_lower_DBH",0.106189089466376,0.174042553191489
"43","lower-18_lower_S",0.227063739358854,0.17700205338809
"44","upper-18_lower_S",0.385015156629647,0.295687885010267
"45","lower-19_lower_A",0.107669603725347,0.0570945945945946
"46","upper-19_lower_A",0.0333112139551442,0.115540540540541
"47","lower-19_lower_DBH",0.121437004553888,0.0649350649350649
"48","upper-19_lower_DBH",0.432925999515541,0.382597402597403
"49","lower-19_lower_S",0.114952103290296,0.0612244897959184
"50","upper-19_lower_S",0.371054155921444,0.386479591836735
"51","lower-2_lower_A",0.223093564088697,0.127906976744186
"52","upper-2_lower_A",0.149193138084412,0.16046511627907
"53","lower-2_lower_DBH",0.173794767620806,0.096140350877193
"54","upper-2_lower_DBH",0.0267494671251522,0.0943859649122807
"55","lower-2_lower_S",0.228605505843682,0.157094594594595
"56","upper-2_lower_S",0.066975036470029,0.152702702702703
"57","lower-2_upper_A",0.224753238977729,0.129023746701847
"58","upper-2_upper_A",0.0426198939455742,0.0158311345646438
"59","lower-2_upper_DBH",0.0945654810524492,0.126865671641791
"60","upper-2_upper_DBH",0.0125826944814296,0.0532338308457711
"61","lower-3_lower_A",0.291324666306694,0.17680412371134
"62","upper-3_lower_A",0.368009932586374,0.301546391752577
"63","lower-3_lower_DBH",0.288656448137889,0.28140350877193
"64","upper-3_lower_DBH",0.0991806390022026,0.0978947368421053
"65","lower-3_lower_S",0.44499200809846,0.412773722627737
"66","upper-3_lower_S",0.364803955608709,0.281751824817518
"67","lower-3_upper_A",0.229330394857668,0.132121212121212
"68","upper-3_upper_A",0.0535141002587606,0.0263636363636364
"69","lower-3_upper_DBH",0.170004710340661,0.09375
"70","upper-3_upper_DBH",0,0
"71","lower-3_upper_S",0.136976996527778,0.0739583333333333
"72","upper-3_upper_S",0.0514919263231443,0.12109375
"73","lower-4_lower_A",0.210990954397038,0.214229249011858
"74","upper-4_lower_A",0.0639363322103805,0.0620553359683794
"75","lower-4_lower_S",0.150247933884297,0.0818181818181818
"76","upper-4_lower_S",0.321952258504766,0.32020202020202
"77","lower-5_lower_A",0.475104159551943,0.388429752066116
"78","upper-5_lower_A",0.360288842691746,0.27603305785124
"79","lower-5_lower_DBH",0.478089777777778,0.395333333333333
"80","upper-5_lower_DBH",0,0
"81","lower-5_lower_S",0.497076124567474,0.461764705882353
"82","upper-5_lower_S",0.0418884353741497,0.0252941176470588
"83","lower-5_upper_DBH",0.32131018668523,0.305586592178771
"84","upper-5_upper_DBH",0.0872358056546173,0.107262569832402
"85","lower-5_upper_S",0.221967050018932,0.225068119891008
"86","upper-5_upper_S",0.0498910436185076,0.0482288828337875
"87","lower-6_lower_A",0.245626301541025,0.143367346938776
"88","upper-6_lower_A",0.104489795918367,0.179591836734694
"89","lower-6_upper_A",0.237994066449212,0.138056680161943
"90","upper-6_upper_A",0.056082962962963,0.105263157894737
"91","lower-6_upper_DBH",0.198610146604938,0.111805555555556
"92","upper-6_upper_DBH",0.0123425026168195,0.0552083333333333
"93","lower-6_upper_S",0.214740969048547,0.12233676975945
"94","upper-6_upper_S",0.0151816762975163,0.0539518900343643
"95","lower-7_lower_DBH",0.372616481964942,0.247627737226277
"96","upper-7_lower_DBH",0,0
"97","lower-8_lower_A",0.215056132231405,0.122545454545455
"98","upper-8_lower_A",0.216010644721633,0.108727272727273
"99","lower-8_lower_DBH",0.20355,0.115
"100","upper-8_lower_DBH",0.111882716049383,0.05
"101","lower-8_lower_S",0.203960843561538,0.135335689045936
"102","upper-8_lower_S",0.150864038964342,0.154063604240283
"103","lower-9_lower_A",0.372607709750567,0.247619047619048
"104","upper-9_lower_A",0.321978356957781,0.247619047619048
"105","lower-9_lower_DBH",0.246105898491084,0.143703703703704
"106","upper-9_lower_DBH",0.279702547640189,0.402222222222222
"107","lower-Cor1_lower_A",0.30768622169851,0.189908256880734
"108","upper-Cor1_lower_A",0.434501580005745,0.302752293577982
"109","lower-Cor1_lower_DBH",0.247275827161809,0.144525547445255
"110","upper-Cor1_lower_DBH",0.28305577385355,0.228467153284671
"111","lower-Cor1_lower_S",0.2822,0.17
"112","upper-Cor1_lower_S",0.210265198601333,0.261428571428571
"113","lower-Cor1_upper_A",0.0552657004830918,0.0666666666666667
"114","upper-Cor1_upper_A",0.221746626377305,0.22536231884058
"115","lower-Cor1_upper_DBH",0.458923944520652,0.416049382716049
"116","upper-Cor1_upper_DBH",0.0509832369375551,0.0407407407407407
"117","lower-Cor1_upper_S",0.115072283570452,0.0853658536585366
"118","upper-Cor1_upper_S",0.0422839785725377,0.0652439024390244
"119","lower-Cor2_upper_DBH",0.185971875,0.10375
"120","upper-Cor2_upper_DBH",0,0
"121","lower-Extra2_lower_A",0.458867663552252,0.40422322775264
"122","upper-Extra2_lower_A",0.141179943377746,0.292609351432881
"123","lower-Extra2_lower_DBH",0.368862396694215,0.290454545454545
"124","upper-Extra2_lower_DBH",0.0301985098334113,0.0154545454545455
"125","lower-Extra2_lower_S",0.347383826036053,0.234854771784232
"126","upper-Extra2_lower_S",0.123982444216484,0.0680497925311203
"127","lower-Extra3_lower_A",0.215512240399118,0.1289592760181
"128","upper-Extra3_lower_A",0.0602907870622081,0.138009049773756
"129","lower-Extra3_lower_DBH",0.225093293672255,0.195348837209302
"130","upper-Extra3_lower_DBH",0.0854399372917891,0.108139534883721
"131","lower-Extra3_lower_S",0.0724595155709342,0.0376470588235294
"132","upper-Extra3_lower_S",0.30560633083171,0.284117647058824
"133","lower-Extra7_lower_A",0.357777777777778,0.233333333333333
"134","upper-Extra7_lower_A",0.149573919936583,0.138888888888889
"135","lower-Extra7_lower_DBH",0.33107421875,0.209375
"136","upper-Extra7_lower_DBH",0.372430052034896,0.378125
"137","lower-Extra7_lower_S",0.272731529656608,0.162903225806452
"138","upper-Extra7_lower_S",0.427595051149262,0.317204301075269
"139","lower-Extra8_lower_DBH",0.0365170362358031,0.0186046511627907
"140","upper-Extra8_lower_DBH",0.230083950617284,0.162790697674419
"141","lower-Golden1_upper_DBH",0.127301803578472,0.173652694610778
"142","upper-Golden1_upper_DBH",0,0
