tree_id,fulcrum_id,created_at,updated_at,ply_model,ply_model_notes,model_confirmed,Z_coord_FB_m,latitude,longitude,geometry,firebreak,species,family,photo,photo_url,Whole_tree_with_roots_kg,Whole_tree_no_roots_kg,Whole_tree_no_stump_kg,Point_a_to_scarf_kg,Trunk_irregular_kg,Crown_above_a_kg,Stump_with_roots_kg,Stump_no_roots_kg,Roots_kg,Scarf_cookie_weight_g,Scarf_cookie_weight_kg,Cookie_weight_g,Cookie_weight_kg,Chunk_weight_Indi_kg,Total_weight_above_scarf_kg,Total_weight_above_ground_kg,Stump_left_in_ground,Fire_damage,volume_TLS_L,predicted_weight_total_kg,dbh_TLS_cm,diam_at_1m_cm,dbh_observed_cm,dbh_observed_cm_tidy,height_first_branch_m,first_branch_to_scarf_m,Z_coord_scarf_m,height_TLS_m,new_photo,new_photo_caption,new_photo_url,hollows_yes_no,termites,termite_runways,additional_notes,a_b_m,a_c_m,a_d_m,scarf_residrill,additional_notes_residrill,height_of_scarf_from_ground_level_cm,diameter_of_stump_at_scarf_cm,radius_of_stump_at_scarf_cm,diameter_of_stump_at_ground_level_cm,radius_of_stump_at_ground_level_cm,photos_of_bark_leaves_flowers_and_fruit,photos_of_bark_leaves_flowers_and_fruit_url,is_it_possible_to_weigh_the_whole_trunk,weight_of_whole_trunk_kg,diameter_at_a_cm,diameter_at_b_cm,diameter_at_c_cm,diameter_at_d_cm,a_biscuit_photos,a_biscuit_photos_url,green_weight_a_biscuit_kg,a_biscuit_end_1_diam_cm,a_biscuit_end_2_diam_cm,a_biscuit_length_cm,br2_biscuit_photos,br2_biscuit_photos_caption,br2_biscuit_photos_url,green_weight_br2_biscuit_kg,br2_biscuit_end_1_diam_cm,br2_biscuit_end_2_diam_cm,br2_biscuit_length_cm,cut_stem_at_c_middle_hollow_present,hollowing_present_seg1_cut_a,termites_present_seg1,fungal_necrosis_present_seg1,weight_kg_seg1,photo_end_1_seg1,photo_end_1_seg1_caption,photo_end_1_seg1_url,if_cut_halfway_photos_of_cut_ends_halfway_seg1,if_cut_halfway_photos_of_cut_ends_halfway_seg1_caption,if_cut_halfway_photos_of_cut_ends_halfway_seg1_url,photo_end_2_seg1,photo_end_2_seg1_caption,photo_end_2_seg1_url,additional_notes_seg1,weight_kg_seg2,photo_end_1_seg2,photo_end_1_seg2_url,hollowing_at_end_1_seg7,diameter_of_hollowing_cm_end_1_seg7,is_it_possible_to_weigh_the_crown_in_bulk,weight_of_crown_kg,model_ID,Volume..L.,stump_vol_smalians_L,stump_ABG_dry_weight_kg,vol_less_stump_smalians_L,vol_adjusted_smalians,mean_cookie_density_kg_L,mean_chunk_density_kg_L,mean_density_kg_L,density_type,mean_cookie_density_no_terminals_kg_L,mean_density_no_terminals_kg_L,density_literature_kg,density_literature,dry_density_published,est_weight_crude_kg,est_weight_crude_no_terminals_kg,est_weight_crude_literature_kg,obs_weight_kg,new_cyl_vol_HFB_L,vol_type,est_weight_new_kg,est_weight_new_no_terminals_kg,est_weight_new_literature_kg,DBH..cm.,vol_opt_mean,Volume.Standard.Deviation..L.,dbhqsm_mean..cm.,DBH.Standard.Deviation..cm.,Number.of.Models,Height..m.,Surface.Area..m.2.,PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing.Time,X,Y,Z,Lat,Long,Elevation,min_hollow,q1_hollow,median_hollow,mean_hollow,q3_hollow,max_hollow,min_rot,q1_rot,median_rot,mean_rot,q3_rot,max_rot,tree_id_copy,species_copy,perc_water_content_mean,density_dry_disp_gcm3_mean,TLS_est_ABG_dry_kg,obs_ABG_dry_kg,willams_woodland,willams_woodland_c,paul_2016_type,paul_2016_type_c,chen_thesis_1,chen_thesis_1_c,kuyah_euc,kuyah_euc_c,paul_2013_universal_dbh,paul_2013_universal_dbh_c,brown,brown_c,chave,chave_c,tree,wt_rot.mean,wt_rot.sd,sa_rot.mean,sa_rot.sd,wt_hol.mean,wt_hol.sd,sa_hol.mean,sa_hol.sd,hollow_0.01,rot_0.01,TLS_ABG_dry_lit_dens_kg,chave_lit_dens_kg,chave_lit_dens_c_kg,tree_level_density,species_level_density_unscaled,species_level_density_scaled,species_level_density_scaled_dry,TLS_est_ABG_dry_scaled_kg,chave_scaled_dens_c_kg
Extra2_lower,19512701-cf9c-472f-a6c5-bd2a23efdbf5,2022-10-30 12:02:31 AEST,2022-10-30 13:28:28 AEST,AM3_iron_ranges_boundary_lower.0021,,Y,115.061,-12.7791167,143.3183283,POINT (143.3183283 -12.7791167),lower,Lophostemon suaveolens,Myrtaceae,"9f9acf9f-e331-4e58-9e08-2c98e1c9428a,cdf5d94a-fc67-4ec3-bcc8-68ae55917a0b,ab55952f-965e-496f-a67e-8725d07dda8a,8539514d-7c0e-4706-8915-da58d656a56d",https://web.fulcrumapp.com/photos/view?photos=9f9acf9f-e331-4e58-9e08-2c98e1c9428a%2Ccdf5d94a-fc67-4ec3-bcc8-68ae55917a0b%2Cab55952f-965e-496f-a67e-8725d07dda8a%2C8539514d-7c0e-4706-8915-da58d656a56d,,,,102.75,,153.05,119.516,,,2016.04,2.01604,1382.15,1.382,,257.182,,,no_data,,,,24.1,22,22,5.18,4.18,110.881,,,,,,,,"Dbh 22
At 1m 24.1
Hfb 5.18m

Crown 1 w 1 orange 48
Crown 2 w 1 blue 1 orange w big D bolt 113.6
Trunk w 2 orange slings w big D bolt 109.2
Stump w roots w 1 orange sling 120.2",,,,,,100,,,27.6,13.8,,,,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM3_iron_ranges_boundary_lower.0021,312.21,,,,312.21,1.0335,,1.0335,tree specific,1.0335,1.0335,1.1,literature,0.551,322.6829,322.6697,343.4317,257.1822,301.875,python_zvalue,312,311.99,332.06,19.85,306.99,15.05,20,0,4,14.15,0,0,0,0,0,-86.08416748,-70.08491516,110.6118469,-12.77909734,143.3183642,110.6128152,0,0,0,0,0,0,0,0,0,0.058186896,0.058186896,0.232747585,Extra2_lower,Lophostemon suaveolens,46.85,0.54903,165.737,136.692,236.103,236.484,#VALUE!,205.636,248.398,248.401,176.419,176.42,180.669,180.774,176.835,176.946,186.524,186.648,EXTRA2,0.058186896,0.116373793,0,0,0,0,0,0,lower,lower,166.345068,187.19,187.41,1.023986387,1.056020029,1.035297166,0.550260444,166.1097396,187.06
9_lower,f5f84356-b262-447e-95c1-7a3c257a3163,2022-10-27 06:57:51 AEST,2022-10-27 10:18:39 AEST,AM3_iron_ranges_boundary_lower.0037,,Y,122.85,-12.77830471,143.3193993,POINT (143.319399292329 -12.7783047085946),lower,Corymbia sp. (clarksoniana/novoguinensis) ,Myrtaceae,d479a473-4937-4755-bcee-64fd0aa0a5fa,https://web.fulcrumapp.com/photos/view?photos=d479a473-4937-4755-bcee-64fd0aa0a5fa,,,84.3,,,,38.457,,,406.74,0.40674,383.26,0.383,,84.683,,,no_data,112.2,129.03,12.2,,13.5,13.5,6.2,5.2,117.65,9.1,"c09a240e-6b0f-4092-985e-43d4b93ba6e8,70083082-77db-498e-92ca-5672e114ee73",",",https://web.fulcrumapp.com/photos/view?photos=c09a240e-6b0f-4092-985e-43d4b93ba6e8%2C70083082-77db-498e-92ca-5672e114ee73,no,no,no,"Height first branch 6.2m
Whole tree weighed minus stump 86.4 with 1 blue sling
Stump 41.2 w 1 blue sling and big D bolt incl roots",0.974,1.948,2.922,,Dbh 13.5,100,14.8,7.4,19.2,9.6,"dc5ee0b3-a774-4a77-ba22-55b2471e78d3,2409f322-6489-4568-847e-80c05d9a4eac,3ad00a41-a705-44fd-9129-4c3bab6085a2",https://web.fulcrumapp.com/photos/view?photos=dc5ee0b3-a774-4a77-ba22-55b2471e78d3%2C2409f322-6489-4568-847e-80c05d9a4eac%2C3ad00a41-a705-44fd-9129-4c3bab6085a2,,,10.5,12.6,12,11.5,,,,,,,,,,,,,,yes,yes,,,,bda9ad56-72a2-491e-83ee-10f22d462bdb,,https://web.fulcrumapp.com/photos/view?photos=bda9ad56-72a2-491e-83ee-10f22d462bdb,3d088d87-7a78-4285-bf83-734701c6e28e,,https://web.fulcrumapp.com/photos/view?photos=3d088d87-7a78-4285-bf83-734701c6e28e,,,,,,,,,,,,AM3_iron_ranges_boundary_lower.0037,102.35,23.08,15.64,79.28,79.28,1.0392,,1.0392,tree specific,1.0721,1.0721,1.15,literature,0.7204,82.3809,84.9881,91.1668,84.6833,89.07,python_zvalue,92.56,95.49,102.43,11.87,100.91,2.26,12,0,4,9.1,0,0,0,0,0,26.30811882,17.60283089,116.5732422,-12.77830472,143.3193993,116.5733209,3.610049265,8.22351898,12.16922964,12.78437154,16.7300822,23.18897762,0,0,0,0.108853411,0.108853411,0.435413643,9_lower,Corymbia sp. (clarksoniana/novoguinensis) ,35.25,0.67761,60.355,54.832,54.582,54.696,64.418,48.837,69.774,69.777,52.781,52.781,43.989,44.024,41.316,41.351,51.834,51.878,9_lower,0.108853411,0.217706822,0,0,12.78437154,8.261893642,15.84247896,6.802661516,higher,lower,64.16577927,55.99,56.07,0.940506794,1.058444712,1.100735328,0.712726125,63.4824461,55.29
10_lower,70d96dd4-a2d2-4c35-ba25-4102bd793c07,2022-10-27 06:57:51 AEST,2022-10-27 10:18:23 AEST,AM3_iron_ranges_boundary_lower.0068,,Y,123.193,-12.77827574,143.319423,POINT (143.31942295894 -12.7782757445935),lower,Corymbia sp. (clarksoniana/novoguinensis) ,Myrtaceae,63a353f1-7876-4181-9a43-601e7183ab68,https://web.fulcrumapp.com/photos/view?photos=63a353f1-7876-4181-9a43-601e7183ab68,,,177.9,,,,59.246,,,1346.04,1.34604,807.31,0.807,,178.707,,,no_data,217.9,250.585,16.4,,18.4,18.4,7,6,117.193,9.7,0f2d641c-8dbc-4f68-a5db-749960f9f166,,https://web.fulcrumapp.com/photos/view?photos=0f2d641c-8dbc-4f68-a5db-749960f9f166,no,yes,yes,"Hfb 7m
Whole tree weight minus stump 192.2 with 1 blue sling and 3m net
Stump 60 with blue sling w roots",1.448,2.895,4.343,,18.4 dbh,100,19.1,9.55,25.5,12.75,"7ac6825a-9bdf-4fe5-8c6f-77dc8b20d6ae,cbac6966-4ba8-4a33-8572-57ed210033cd",https://web.fulcrumapp.com/photos/view?photos=7ac6825a-9bdf-4fe5-8c6f-77dc8b20d6ae%2Ccbac6966-4ba8-4a33-8572-57ed210033cd,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,fd2149a5-35f3-40a5-8125-5c9376c99eb2,,https://web.fulcrumapp.com/photos/view?photos=fd2149a5-35f3-40a5-8125-5c9376c99eb2,,,,,,,,,AM3_iron_ranges_boundary_lower.0068,240.07,39.86,22.94,200.2,200.2,1.0553,,1.0553,tree specific,1.0746,1.0746,1.15,literature,0.7204,211.2693,215.1451,230.235,178.7073,229.377,python_zvalue,242.05,246.5,263.78,16.2,239.78,4.01,16,0,4,9.62,0,0,0,0,0,28.88830185,20.80007744,116.7309875,-12.77827582,143.3194231,116.7310871,0,0,0,2.17646925,3.264703874,6.529407749,0,0,0,0,0,0,10_lower,Corymbia sp. (clarksoniana/novoguinensis) ,45.955,0.57541,131.986,96.582,128.559,128.804,118.764,111.584,156.088,156.09,113.445,113.445,97.489,97.56,93.886,93.959,102.125,102.208,10_lower,0,0,0,0,2.17646925,3.769755321,3.264703874,4.616988496,higher,lower,165.2429633,132.79,132.98,1.036214319,1.058444712,1.098585158,0.593730349,136.1882767,106.1
Planch10_lower,27d22a08-395f-466c-b652-9faef9df28f8,2022-10-30 11:45:14 AEST,2022-10-30 13:01:35 AEST,AM3_iron_ranges_boundary_lower.0079,,Y,114.365,-12.7790295,143.3184726,POINT (143.3184726 -12.7790295),lower,Planchonia careya,Lecythidaceae,"25acf97b-f0e4-478a-b0d4-11220413b3ef,1245998b-c745-43cf-81c8-3048d045ef49,d02a29e9-4599-4c61-9e1c-0ccf375569a3,b89435f3-92a6-4153-96fd-f3612e9d8a84",https://web.fulcrumapp.com/photos/view?photos=25acf97b-f0e4-478a-b0d4-11220413b3ef%2C1245998b-c745-43cf-81c8-3048d045ef49%2Cd02a29e9-4599-4c61-9e1c-0ccf375569a3%2Cb89435f3-92a6-4153-96fd-f3612e9d8a84,,,294.05,,,,147.543,64.043,83.5,1643,1.643,1404.97,1.405,,295.455,,,no_data,,,,"1mA 17.6, 1mB 16.2","DbhA 17.8, DbhB 15.3",16.55,"HfbA 3.98m, HfbB 5.06m",,,,,,,no,no,no,"Trunk forks low (larger fork is A, smaller is B):
DbhA 17.8
DbhB 15.3
1mA 17.6
1mB 16.2
At fork (79cm) 32

HfbA 3.98m
HfbB 5.06m

Diam at A A 15.7, Diam at A B 11.8


Weights
 trunk B w 1 orange sling 61.95
Crown B w 1 blue sling 70.05
Trunk A w 1 orange w big D bolt 56.8
Crown A w 2 orange 119.2
Stump w roots w 1 orange sling 148.6
Roots w 1 orange sling 86.2


",,,,,,,,,34,17,,,,,"Diam at A A 15.7, Diam at A B 11.8",,,,,,,,,,7584eb40-06cb-47f7-80f1-f8ad0c231875,,https://web.fulcrumapp.com/photos/view?photos=7584eb40-06cb-47f7-80f1-f8ad0c231875,3.8,49,48.8,20.8,,,,,,,,,,,,,,,,,,,,,,,AM3_iron_ranges_boundary_lower.0079,274.2,,,,274.2,1.0266,0.9601,0.9933,tree specific,0.9933,0.9767,1.0315,mean_field,0.6458,272.3688,267.8092,282.8366,295.455,274.199,unchanged,272.37,267.81,282.84,14.3,273.94,8.56,15,1,4,8.54,0,0,0,0,0,-77.77961731,-62.95962143,110.1959686,-12.77903293,143.3184407,110.1967555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planch10_lower,Planchonia careya,50.3039,0.5085,139.441,146.83,116.447,116.635,81.561,104.59,118.498,118.501,87.311,87.312,94.679,94.735,91.361,91.418,85.038,85.095,,,,,,,,,,lower,lower,177.0642044,107.37,107.49,NA,1.004329285,1.053599346,0.523597759,143.5701442,87.55
Extra1_lower,f84cd211-3f29-425f-8905-fc4d45af5b09,2022-10-30 11:58:17 AEST,2022-10-30 12:12:27 AEST,AM3_iron_ranges_boundary_lower.0098,,Y,,-12.7790867,143.318415,POINT (143.318415 -12.7790867),lower,Planchonia careya,Lecythidaceae,"f49a0ead-a051-419a-9cf5-561f91ef6ad6,b7eacf8e-bf34-436f-8745-9886dfc0df4e,1f8ce2bd-8fa1-4a35-9ece-9a69274eea94",https://web.fulcrumapp.com/photos/view?photos=f49a0ead-a051-419a-9cf5-561f91ef6ad6%2Cb7eacf8e-bf34-436f-8745-9886dfc0df4e%2C1f8ce2bd-8fa1-4a35-9ece-9a69274eea94,66.5,48.15,,,,,,,18.35,,,,,,,48.15,,no_data,,,,12.6,11.3,11.3,,,,,,,,,,,"Dbh 11.3
At 1m 12.6
Whole tree w roots w 1 blue w big D bolt 69.65
As above minus roots 48.15",,,,,,,,,17.5,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AM3_iron_ranges_boundary_lower.0098,29.69,,,,29.69,1.064,,1.064,tree specific,1.064,1.064,1.0315,mean_field,0.6458,31.5929,31.5929,30.6279,48.15,29.693,unchanged,31.59,31.59,30.63,7.17,30.53,1.89,9,2,4,4.07,0,0,0,0,0,-78.13884735,-65.2283783,110.335556,-12.77905344,143.3184374,110.3363702,0,0,0,0,0,0,2.019237263,2.019237263,2.019237263,2.019237263,2.019237263,2.019237263,Extra1_lower,Planchonia careya,47.98,0.55347,16.434,25.048,45.147,45.22,42.221,42.258,43.936,43.939,34.008,34.008,39.817,39.841,37.696,37.719,35.355,35.379,EXTRA1,2.019237263,NA,2.019237263,NA,0,NA,0,NA,lower,higher,19.17397811,41.1,41.15,NA,1.004329285,1.061905941,0.55240347,16.4022796,35.31
11_lower,47720a29-ffef-4c47-8bd8-dbeba603b55b,2022-10-27 06:57:52 AEST,2022-10-28 17:29:50 AEST,AM3_iron_ranges_boundary_lower.0113,,Y,125.871,-12.77825381,143.31944,POINT (143.319440027482 -12.7782538132912),lower,Corymbia sp. (clarksoniana/novoguinensis) ,Myrtaceae,d283e13b-f835-4582-8d9a-80ddb1654f58,https://web.fulcrumapp.com/photos/view?photos=d283e13b-f835-4582-8d9a-80ddb1654f58,,,,403.95,,172.95,190.106,,,1756.04,1.75604,2742.65,2.743,,579.643,,,no_data,706.8,812.82,23.3,,24.5,24.5,10.41,9.41,116.461,17,"9d8670e6-62fa-4c05-9754-6f00e2d9d32d,eff6b84b-7abb-4038-b264-906b6c7cc403",",",https://web.fulcrumapp.com/photos/view?photos=9d8670e6-62fa-4c05-9754-6f00e2d9d32d%2Ceff6b84b-7abb-4038-b264-906b6c7cc403,no,yes,yes,"
Hfb 10.41

Trunk Scarf-C w 2 orange slings 226.6
C-A w 1 blue 1 orange w big D bolt 188.6
Crown w 3m net and big D bolt 186.2

Leaves 16.2 with slings deducted
Stump w roots w little khaki sling w big D bolt 189.4
",2.105,4.21,6.315,,24.5 dbh,100,24.8,12.4,31.5,15.75,"d1dfb7ba-62b2-4833-9a09-d2d890aaaabd,aebbd055-6b1b-46bd-8ef4-0ae0d79cf229,77a4cdd1-76a7-4c15-b765-eb5f95bc4d91",https://web.fulcrumapp.com/photos/view?photos=d1dfb7ba-62b2-4833-9a09-d2d890aaaabd%2Caebbd055-6b1b-46bd-8ef4-0ae0d79cf229%2C77a4cdd1-76a7-4c15-b765-eb5f95bc4d91,yes,,20.04,20.5,25.1,25.9,,,,,,,,,,,,,,,yes,yes,no,,2c75a458-6aca-4bd7-af0c-fde91ede82ff,,https://web.fulcrumapp.com/photos/view?photos=2c75a458-6aca-4bd7-af0c-fde91ede82ff,"4b2aff22-f0f9-4ff8-8792-5c6e12412d68,7565ce81-0422-440f-b3ef-2445c0107cb8",",",https://web.fulcrumapp.com/photos/view?photos=4b2aff22-f0f9-4ff8-8792-5c6e12412d68%2C7565ce81-0422-440f-b3ef-2445c0107cb8,ad3f9235-e402-4202-b280-5a12c7865fc3,,https://web.fulcrumapp.com/photos/view?photos=ad3f9235-e402-4202-b280-5a12c7865fc3,,,,,,,,,AM3_iron_ranges_boundary_lower.0113,563.63,63.12,41.87,500.52,500.52,1.1112,,1.1112,tree specific,1.1263,1.1263,1.15,literature,0.7204,556.1885,563.7384,575.5939,579.6427,569.808,python_zvalue,633.19,641.78,655.28,24.09,566.63,9.25,23,0,4,16.63,0,0,0,0,0,30.68960953,23.25125313,116.6113281,-12.77825366,143.3194397,116.6114446,0,0,0.081502666,3.145686864,5.943104001,10.84131229,0,0,0,1.382034,0,8.292204001,11_lower,Corymbia sp. (clarksoniana/novoguinensis) ,40.45833,0.66331,377.959,345.129,266.573,267.071,265.297,223.664,328.614,328.617,230.17,230.171,188.803,188.938,185.127,185.269,251.251,251.445,11_lower,1.382034,3.385278108,0,0,3.145686864,4.90147643,6.291373728,5.511364663,higher,higher,410.4888362,275.85,276.23,1.077183067,1.058444712,1.099917371,0.654909135,373.1727303,247.82
15_lower,86d979fc-a1c5-4624-baf5-9f3c96e38170,2022-10-27 06:57:52 AEST,2022-10-28 17:33:20 AEST,AM3_iron_ranges_boundary_lower.0132,,Y,126.187,-12.77819842,143.3195727,POINT (143.319572734903 -12.7781984176016),lower,Eucalyptus tetrodonta,Myrtaceae,24474803-bc16-42be-80c0-f9d28a0b22cd,https://web.fulcrumapp.com/photos/view?photos=24474803-bc16-42be-80c0-f9d28a0b22cd,,,,737.4,,957.2,549.602,,,5351.5,5.3515,6377.86,6.378,,1700.978,,,no_data,1879.2,2161.08,34.7,,37.4,37.4,9.5,8.5,117.687,19,"08ffe5e5-d9d6-4c98-8b34-06e8c8fef95c,31d21747-2192-4cdf-816c-74e2ca234810",",",https://web.fulcrumapp.com/photos/view?photos=08ffe5e5-d9d6-4c98-8b34-06e8c8fef95c%2C31d21747-2192-4cdf-816c-74e2ca234810,no,yes,yes,"Hfb 9.5m

Trunk weighed in 2pcs
A-c with 2 blue slings 354.8
C-scarf w 2 blue slings 391
Crown 1 w 2 blue slings and big D bolt 210.6
Crown 2 w same 261.8
Crown 3 w same 136.6
Crown 4 w 3m net big D bolt 377.2

Stump w roots w 1 blue sling w big D bolt 547.4
",2.015,4.03,6.045,,Dbh 37.4,100,39.3,19.65,49.4,24.7,"d2dc8da7-ac96-4f9e-9347-6afddc572803,1d19a184-e168-470e-b93e-764d124706d5,17f8bf58-8615-4997-8955-93516be251f1",https://web.fulcrumapp.com/photos/view?photos=d2dc8da7-ac96-4f9e-9347-6afddc572803%2C1d19a184-e168-470e-b93e-764d124706d5%2C17f8bf58-8615-4997-8955-93516be251f1,yes,,35.8,31.5,35.4,33.5,,,,,,,,,,,,,,,,,,,05465881-7126-40fd-9e41-0a2958eee5f0,,https://web.fulcrumapp.com/photos/view?photos=05465881-7126-40fd-9e41-0a2958eee5f0,7be28445-a10a-4a26-be79-5c48d9c249bd,,https://web.fulcrumapp.com/photos/view?photos=7be28445-a10a-4a26-be79-5c48d9c249bd,e8751a29-4cf6-48a0-8744-09e4f805d537,,https://web.fulcrumapp.com/photos/view?photos=e8751a29-4cf6-48a0-8744-09e4f805d537,,,,,,,,,AM3_iron_ranges_boundary_lower.0132,1631.84,156.48,106.74,1475.35,1475.35,1.1104,,1.1104,tree specific,1.1566,1.1566,1.15,literature,0.8784,1638.2335,1706.4059,1696.6555,1700.9779,1608.673,python_zvalue,1786.27,1860.61,1849.97,34.34,1608.71,36.32,34,0,4,19.23,0,0,0,0,0,45.13862991,29.36179161,117.4938431,-12.77819843,143.3195727,117.4940708,0,0.274360894,1.24101688,3.02877307,2.976495533,12.18347401,0,0,0,0.213213534,0,1.279281207,15_lower,Eucalyptus tetrodonta,38.98833,0.68212,1097.309,1037.795,774.975,776.399,682.623,618.388,987.05,987.052,654.613,654.614,495.822,496.173,498.893,499.271,749.266,749.835,15_lower,0.213213534,0.522264366,0,0,3.02877307,4.665140489,5.691731615,5.721305272,higher,lower,1413.058076,988.91,990.21,1.018557123,1.079496502,1.104785361,0.674047962,1084.322536,739.94
2_lower,d1288873-8ed1-419c-b2c1-6a96cae6d5fb,2022-10-25 21:37:10 AEST,2022-10-26 13:42:11 AEST,AM3_iron_ranges_boundary_lower.0134,,Y,,-12.77895023,143.3185946,POINT (143.318594642927 -12.7789502305459),lower,Corymbia sp. (clarksoniana/novoguinensis) ,Myrtaceae,1d07e7bd-7c23-4e64-8d3e-272a8423d2b6,https://web.fulcrumapp.com/photos/view?photos=1d07e7bd-7c23-4e64-8d3e-272a8423d2b6,,,,489.55,,360.75,215.734,,,2034.05,2.03405,2875.43,2.875,,853.175,,,no_data,864.7,994.405,30.2,,28.5,28.5,,,,16.8,"fde48d41-68e8-4a72-b794-056311fecf9b,60bf3b13-171b-4401-a1f1-f0c1dcfc4c7d,c5f35a20-a368-4713-b081-0d1709af583a,ee6ff4f7-30aa-4491-adf6-75ac12e21f8b",",,,",https://web.fulcrumapp.com/photos/view?photos=fde48d41-68e8-4a72-b794-056311fecf9b%2C60bf3b13-171b-4401-a1f1-f0c1dcfc4c7d%2Cc5f35a20-a368-4713-b081-0d1709af583a%2Cee6ff4f7-30aa-4491-adf6-75ac12e21f8b,no,no,no,"Trunk weighed with 2 blue slings + D shackle
Crown with 3m net + D shackle
Stump 215.8 with 1 blue sling",2.235,4.47,6.705,,Dbh 28.5,100,29.6,14.8,40,20,"cc8b5b81-44ac-4c9a-bdb7-dbf05f2962e1,1a0c9787-46ed-4534-98fc-8e4eb788fca1,4f32fb4b-39f8-4bca-ae92-5110bc391bea,43cd4231-d313-487b-8d15-4cf532704754,9aacaa86-bd88-492e-aa9a-ddc3f190cdcf",https://web.fulcrumapp.com/photos/view?photos=cc8b5b81-44ac-4c9a-bdb7-dbf05f2962e1%2C1a0c9787-46ed-4534-98fc-8e4eb788fca1%2C4f32fb4b-39f8-4bca-ae92-5110bc391bea%2C43cd4231-d313-487b-8d15-4cf532704754%2C9aacaa86-bd88-492e-aa9a-ddc3f190cdcf,yes,494.8,21.5,24.2,27,27,,,,,,,,,,,,,,,no,no,no,,f66d18a6-6984-4529-9ed1-974f8684adae,,https://web.fulcrumapp.com/photos/view?photos=f66d18a6-6984-4529-9ed1-974f8684adae,f5318b2c-5163-4bc8-8a55-47f84f65638f,C,https://web.fulcrumapp.com/photos/view?photos=f5318b2c-5163-4bc8-8a55-47f84f65638f,868623c8-d737-46f7-bc1c-afb89b22daa3,Scarf,https://web.fulcrumapp.com/photos/view?photos=868623c8-d737-46f7-bc1c-afb89b22daa3,Whole trunk,,942c5115-a219-4b81-af29-14c75e21c0f1,https://web.fulcrumapp.com/photos/view?photos=942c5115-a219-4b81-af29-14c75e21c0f1,,,yes,374,AM3_iron_ranges_boundary_lower.0134,784.46,97.24,64.45,687.22,687.22,1.1134,,1.1134,tree specific,1.162,1.162,1.15,literature,0.7204,765.1563,798.5336,790.3014,853.1754,784.457,unchanged,873.42,911.52,902.13,27.52,796.58,23.87,20,11,4,16.79,0,0,0,0,0,-61.08227539,-53.81088257,111.0538101,-12.77895023,143.3185945,111.054331,0,0,0,1.372616274,1.426777518,6.754758885,0,0,0,0.11484661,0,0.803926267,2_lower,Corymbia clarksoniana,40.925,0.66278,519.922,504.013,384.563,385.288,273.202,315.831,486.92,486.922,334.457,334.458,260.701,260.891,257.947,258.149,361.545,361.828,2_lower,0.11484661,0.303855568,0.267975422,0.464147047,1.372616274,2.600673499,3.202771307,3.390893083,higher,lower,565.1213641,397.65,398.2,1.095188118,1.058444712,1.096723767,0.647889565,508.2416038,352.48
