"","X","length","radius","unmodradius","surfacecoverage","parent","extension","branch","added","numlayers","meanpointdist","mad","x","y","z","dx","dy","dz","damage_hol","damage_rot","vol_cyl","vol_cyl_d_hol","vol_cyl_d_rot","col_cyl_d_all"
"1",0,0.3390199,0.04835756,0.04835756,0.41,4294967295,1,0,0,4,0.015582862,0.00015856777,-78.13885,-65.22838,110.335556,-0.1286806,-0.06630772,0.98946685,NA,NA,0.00249059907700179,NA,NA,NA
"2",1,0.1546467,0.054478317,0.054478317,0.8175,0,2,0,0,4,0.0040045334,0.00026135956,-78.175095,-65.24307,110.672485,-0.096942,-0.2497305,0.96345055,NA,NA,0.00144190913956831,NA,NA,NA
"3",2,0.15746404,0.055802524,0.055802524,0.835,1,3,0,0,4,0.0030135047,0.00014121337,-78.18649,-65.281044,110.822014,-0.03900359,-0.26866448,0.9624438,NA,NA,0.00154041928953619,NA,NA,NA
"4",3,0.1575088,0.05482047,0.05482047,0.67,2,4,0,0,4,0.0027956164,0.00023525581,-78.19377,-65.32096,110.97418,-0.11591188,-0.17902645,0.9769923,NA,NA,0.00148710010647005,NA,NA,NA
"5",4,0.11551047,0.061291188,0.061291188,0.495,3,5,0,0,3,0.0045094606,0.00028007026,-78.21506,-65.337845,111.12978,-0.24253331,-0.32582158,0.9137931,NA,NA,0.00136322424763904,NA,NA,NA
"6",5,0.12557822,0.05516125,0.05516125,0.715,4,6,0,0,4,0.00934725,-3.900817e-05,-78.20509,-65.3854,111.24188,-0.19714712,0.03037706,0.9799032,NA,NA,0.00120041770925883,NA,NA,NA
"7",6,0.11642869,0.061773714,0.061773714,0.7025,5,7,0,0,3,0.005504324,-8.0807746e-05,-78.21809,-65.39102,111.3676,-0.07136051,0.1553025,0.9852862,NA,NA,0.0013957810887473,NA,NA,NA
"8",7,0.11149882,0.069753155,0.07233822,0.56,6,8,0,0,3,0.008841619,-0.00039233986,-78.22721,-65.38191,111.48367,-0.31797463,0.089500934,0.9438653,NA,NA,0.00170430711006029,NA,NA,NA
"9",8,0.13741459,0.04312352,0.04312352,0.685,7,9,0,0,4,0.009907043,6.159515e-05,-78.2571,-65.34617,111.58834,-0.1803877,-0.04758149,0.982444,NA,NA,0.000802806954090329,NA,NA,NA
"10",9,0.15114054,0.035845082,0.035845082,0.6075,8,10,0,0,4,0.005749425,-6.3951564e-05,-78.283356,-65.35312,111.72305,-0.16546954,0.054819986,0.9846901,NA,NA,0.000610084510368357,NA,NA,NA
"11",10,0.13599543,0.044775832,0.04096755,0.4475,9,11,0,0,4,0.005109451,0.00012980631,-78.316666,-65.34979,111.87076,-0.1808676,-0.0751184,0.9806345,NA,NA,0.000856567349651727,NA,NA,NA
"12",11,0.12607506,0.04393934,0.04094197,0.605,10,12,0,0,4,0.006907098,0.00034871144,-78.322624,-65.350266,112.0083,-0.24913903,-0.18190719,0.9512306,NA,NA,0.000764691239195289,NA,NA,NA
"13",12,0.12095927,0.04448966,0.04268719,0.5175,11,13,0,0,4,0.0048650955,0.0001243369,-78.34941,-65.37887,112.12836,-0.21962395,-0.055757485,0.97398996,NA,NA,0.000752154751592866,NA,NA,NA
"14",13,0.12710482,0.044270173,0.04373188,0.585,12,14,0,0,4,0.0060103107,0.0005147245,-78.36607,-65.38627,112.24837,-0.07310976,-0.12887245,0.98896253,NA,NA,0.000782590066217615,NA,NA,NA
"15",14,0.12570721,0.04108693,0.027357554,0.3125,13,15,0,0,4,0.0122677665,4.8692502e-05,-78.38397,-65.38943,112.37515,0.012502507,-0.16878384,0.9855738,NA,NA,0.000666680027373073,NA,NA,NA
"16",15,0.116269745,0.040810976,0.03855719,0.495,14,16,0,0,4,0.012994231,6.605775e-05,-78.399445,-65.40775,112.499756,0.1370105,-0.1533494,0.9786277,NA,NA,0.00060837387322851,NA,NA,NA
"17",16,0.12687615,0.0396026,0.038825385,0.535,15,17,0,0,4,0.004261463,0.00019971187,-78.3902,-65.422745,112.61492,-0.05953129,-0.03535798,0.9976001,NA,NA,0.000625139963336218,NA,NA,NA
