"","X","length","radius","unmodradius","surfacecoverage","parent","extension","branch","added","numlayers","meanpointdist","mad","x","y","z","dx","dy","dz","damage_hol","damage_rot","vol_cyl","vol_cyl_d_hol","vol_cyl_d_rot","col_cyl_d_all"
"1",0,0.5071163,0.087607,0.087607,0.84,4294967295,1,0,0,4,0.0139663005,-0.0017305184,-25.23752,-23.739534,113.27059,0.012828672,0.0385593,0.99917394,8.26619849870123,0.0359505695880341,0.0122274264781073,0.00101074334396311,4.39582946483769e-06,0.00101513917342794
"2",1,0.30030066,0.08038369,0.08038369,0.8425,0,2,0,0,4,0.0061983503,0.00026367218,-25.23455,-23.735758,113.77795,-0.025666263,0.024732599,0.9993647,7.03964893809318,0.0357128534181669,0.00609595898691215,0.000429134112088757,2.17704089742751e-06,0.000431311152986185
"3",2,0.19923888,0.07493256,0.07493256,0.8125,1,3,0,0,3,0.0043787253,0.00018906334,-25.24111,-23.723692,114.07797,0.03787148,-0.051666424,0.997946,6.11402327529907,0.0355334589653401,0.0035145125998789,0.000214878118369914,1.24882789250967e-06,0.000216126946262424
"4",3,0.27431718,0.07390705,0.07390705,0.84,2,4,0,0,4,0.0031518182,0.00011800974,-25.231792,-23.730371,114.276924,0.0051383246,0.026706772,0.9996301,5.93988720196162,0.0354997098517951,0.00470732968411567,0.000279610073460927,1.67108837962848e-06,0.000281281161840555
"5",4,0.26388568,0.07351575,0.07351575,0.8825,3,5,0,0,4,0.003377327,0.00060187565,-25.235485,-23.725916,114.55124,0.025536295,0.05874143,0.99794656,5.87344275432391,0.0354868323292647,0.00448049998904931,0.0002631596019643,1.58998751862665e-06,0.000264749589482927
"6",5,0.2578871,0.06987511,0.06987511,0.86,4,6,0,0,4,0.004745496,0.0005667119,-25.224712,-23.710209,114.81447,-0.081378855,-0.029406738,0.9962494,5.25524619452901,0.0353670203598676,0.0039557105018142,0.000207882325613175,1.39901693855405e-06,0.000209281342551729
"7",6,0.19951272,0.070763506,0.070763506,0.805,5,7,0,0,3,0.0034532554,0.0004690152,-25.237722,-23.708467,115.07231,0.0270549,-0.012236845,0.99955904,5.40609971229939,0.0353962571079022,0.00313862295147613,0.000169677086349914,1.11095504955212e-06,0.000170788041399466
"8",7,0.19534442,0.07166253,0.07166253,0.9175,6,8,0,0,3,0.0030507974,0.00027953583,-25.23366,-23.712906,115.27175,0.037142366,0.059580106,0.9975323,5.55875791085048,0.0354258436190582,0.00315162949344101,0.000175191453787349,1.11649133579853e-06,0.000176307945123148
"9",8,0.24780889,0.06980693,0.06980693,0.94,7,9,0,0,4,0.003569402,0.0005194017,-25.22445,-23.697004,115.466286,-0.026107727,-0.0067270496,0.99963653,5.24366893299071,0.0353647765840278,0.00379370740906924,0.00019892945681793,1.34163614946905e-06,0.000200271092967399
"10",9,0.28294712,0.071347766,0.071347766,0.88,8,10,0,0,4,0.004757296,0.00063096563,-25.229935,-23.717989,115.7139,-0.06252284,0.065536074,0.9958895,5.50530961001676,0.0354154848649009,0.00452497213412022,0.000249113725750301,1.60254082130033e-06,0.000250716266571601
"11",10,0.25289628,0.07069055,0.07069055,0.92,9,11,0,0,4,0.003621773,0.00032310913,-25.253675,-23.694061,115.99495,-0.13588457,0.003167648,0.9907197,5.39371146511857,0.035393856155861,0.00397022422632376,0.00021414243928614,1.40521545173018e-06,0.00021554765473787
"12",11,0.23792988,0.07111414,0.07111414,0.8875,10,12,0,0,4,0.0060448097,0.00017728521,-25.298447,-23.699095,116.24409,0.0061005047,-0.0426394,0.99907184,5.4656388956702,0.0354077963290494,0.00378016522887637,0.000206610181070067,1.33847320514209e-06,0.00020794865427521
"13",12,0.2230181,0.072237104,0.072237104,0.87,11,13,0,0,4,0.00442335,0.00042636634,-25.299017,-23.71093,116.481735,0.12561822,-0.019969946,0.9918777,5.65632308349804,0.0354447526137691,0.00365603746615614,0.000206797291139527,1.29587343534576e-06,0.000208093164574872
"14",13,0.23576471,0.06826298,0.06826298,0.905,12,14,0,0,4,0.0040599094,0.00019735661,-25.270548,-23.718775,116.70282,0.08308483,-0.004449528,0.9965325,4.98149948517512,0.0353139658226917,0.00345143070549183,0.000171933002825251,1.21883705973127e-06,0.000173151839884983
"15",14,0.17679371,0.06896528,0.06896528,0.8225,13,15,0,0,3,0.0041868626,0.00020300591,-25.253706,-23.721155,116.93799,0.049929433,0.15400662,0.9868075,5.10075309002041,0.035337078227683,0.0026416646815523,0.000134744792872257,9.33487115033211e-07,0.00013567827998729
"16",15,0.24218927,0.06405029,0.06405029,0.81,14,16,0,0,4,0.0032506448,0.000344527,-25.247728,-23.691727,117.11225,0.036510568,0.08126673,0.9960235,4.26616633894743,0.0351753279223887,0.00312138236026088,0.000133163363563293,1.09795648093336e-06,0.000134261320044226
"17",16,0.22468144,0.06169035,0.06169035,0.8625,15,17,0,0,4,0.0027511218,0.00035242896,-25.243626,-23.672962,117.35373,-0.057522304,0.025620177,0.9980154,3.86543822814209,0.0350976632647848,0.00268628161503353,0.000103836556463059,9.4282207558829e-07,0.000104779378538647
"18",17,0.23574781,0.061756607,0.061717544,0.8825,16,18,0,0,4,0.0031859544,0.00027386323,-25.253088,-23.664104,117.57809,-0.07863285,-0.054021146,0.99543893,3.8766889558884,0.0350998437554833,0.00282464838488825,0.000109502831979643,9.91447169737557e-07,0.00011049427914938
"19",18,0.22828823,0.05934409,0.059153073,0.9,17,19,0,0,4,0.0020381599,0.00019669312,-25.272678,-23.67801,117.812614,-0.03915154,0.0147382235,0.9991245,3.46703304103642,0.0350204488103709,0.00252573825895058,8.75681799679146e-05,8.8452487405974e-07,8.84527048419743e-05
"20",19,0.2101069,0.058408312,0.058151722,0.91,18,20,0,0,4,0.003380227,0.00018671365,-25.274927,-23.66996,118.04089,-0.04370145,0.007725371,0.99901485,3.30813385289045,0.0349896527401474,0.00225185020953212,7.44942190979166e-05,7.87914568543571e-07,7.52821336664602e-05
