"","X","length","radius","unmodradius","surfacecoverage","parent","extension","branch","added","numlayers","meanpointdist","mad","x","y","z","dx","dy","dz","damage_hol","damage_rot","vol_cyl","vol_cyl_d_hol","vol_cyl_d_rot","col_cyl_d_all"
"1",0,0.46255752,0.06545133,0.06545133,0.7925,4294967295,1,0,0,4,0.015098421,-0.00054654793,26.308119,17.60283,116.57324,-0.06605818,0.016138421,0.9976852,17.8951147572122,0.0081473169778058,0.00622518941924551,0.00111400479042782,5.0718591445476e-07,0.00111451197634227
"2",1,0.17192104,0.06315606,0.06315606,0.855,0,2,0,0,4,0.0056557837,-0.00012312917,26.290134,17.592134,117.03586,-0.073300235,0.1598138,0.984422,16.4820236519466,0.0359919726932174,0.00215431378131551,0.000355074506973567,7.75380027897299e-07,0.000355849887001464
"3",2,0.18131734,0.05879449,0.05879449,0.845,1,3,0,0,4,0.006062053,0.00023970839,26.279303,17.597095,117.208885,0.027371464,0.10512031,0.99408275,13.796807632919,0.0889035756979478,0.00196907594590955,0.00027166962040322,1.75057892412178e-06,0.000273420199327342
"4",3,0.12437342,0.060023278,0.060023278,0.77,2,4,0,0,3,0.0029235831,0.00011483601,26.282269,17.612854,117.389534,-0.07308976,-0.016669864,0.997186,14.5533153174429,0.0739967547979103,0.00140772190428105,0.000204870207522732,1.04166852574732e-06,0.00020591187604848
"5",4,0.134437,0.05976582,0.05976582,0.77,3,5,0,0,3,0.0020587961,0.00027225446,26.275322,17.61128,117.513725,-0.018997299,-0.020614695,0.99960697,14.3948103878357,0.0771200602788248,0.00150860120469282,0.000217160282924136,1.16343415842618e-06,0.000218323717082562
"6",5,0.17416209,0.058815487,0.058815487,0.835,4,6,0,0,4,0.0031102223,0.00015877993,26.274048,17.615093,117.64827,-0.01198102,-0.03873571,0.99917763,13.8097345103396,0.0886488543640497,0.00189272228344384,0.000261379922361632,1.67787662056604e-06,0.000263057798982198
"7",6,0.17659312,0.060612563,0.060612563,0.86,5,7,0,0,4,0.002218092,0.00013799606,26.276968,17.608421,117.82235,0.015272344,0.05552696,0.99834037,14.9161107149196,0.0668479496711687,0.00203821010017682,0.000304021675145049,1.36250166195888e-06,0.000305384176807008
"8",7,0.17955743,0.059349477,0.059349477,0.8575,6,8,0,0,4,0.0031580941,0.00022065952,26.2803,17.61857,117.99862,-0.017665217,-0.047238253,0.9987274,14.1384873452134,0.0821708505974024,0.00198695049080221,0.000280924743697726,1.63269411924144e-06,0.000282557437816968
"9",8,0.17281829,0.057336766,0.05694556,0.825,7,9,0,0,4,0.003445672,0.00039247013,26.278913,17.620914,118.17849,-0.054344855,-0.0038187082,0.99851495,12.8993546891118,0.106587692559185,0.00178486742444469,0.000230236379809536,1.90244900295616e-06,0.000232138828812493
"10",9,0.13031138,0.05819514,0.05819514,0.7375,8,10,0,0,3,0.0032997658,4.7756315e-05,26.274677,17.618198,118.351326,-0.07103265,-0.082961686,0.99401796,13.4278156825424,0.0961744825642564,0.00138645459458138,0.000186170567482527,1.333415532327e-06,0.000187503983014854
"11",10,0.17930083,0.059256706,0.059256706,0.8125,9,11,0,0,4,0.0042680963,0.00018786563,26.272467,17.61506,118.482,0.04228486,0.005052908,0.9990929,14.0813725504718,0.0832962853198421,0.00197791299857227,0.00027851729805317,1.647528054669e-06,0.000280164826107839
"12",11,0.16970146,0.060728297,0.06053565,0.8325,10,12,0,0,4,0.0032034444,-8.732023e-06,26.27117,17.614067,118.66153,-0.0025625913,0.021276252,0.9997703,14.9873627619454,0.0654439434389749,0.00196615456612667,0.000294674717285958,1.28672908217876e-06,0.000295961446368137
