"","X","length","radius","unmodradius","surfacecoverage","parent","extension","branch","added","numlayers","meanpointdist","mad","x","y","z","dx","dy","dz","damage_hol","damage_rot","vol_cyl","vol_cyl_d_hol","vol_cyl_d_rot","col_cyl_d_all"
"1",0,0.35074288,0.10280584,0.10280584,0.285,4294967295,1,0,0,4,0.0364652,-8.5995e-05,33.882957,47.904045,116.24864,-0.2753877,-0.28635845,0.91769296,0,7.86910001744395,0.0116459335641874,0,0.000916430160130982,0.000916430160130982
"2",1,0.182319,0.098461725,0.098461725,0.37,0,2,0,0,4,0.011171006,-0.00073260284,33.785435,47.80412,116.5704,0.1193041,-0.004456642,0.9928478,0,7.39144648729613,0.00555285947561334,0,0.000410436636654712,0.000410436636654712
"3",2,0.20794764,0.08744021,0.08744021,0.37,1,3,0,0,4,0.009604511,-0.00019349728,33.810936,47.786144,116.749916,0.0636179,0.1461299,0.9872177,0,6.17958502706149,0.00499489372776863,0,0.000308663704918824,0.000308663704918824
"4",3,0.16698335,0.09754222,0.09754222,0.49,2,4,0,0,4,0.015091386,-0.0004416756,33.827927,47.7896,116.958954,-0.2676951,0.14910786,0.95189613,0,7.29034308436168,0.00499123839620531,0,0.000363878403241759,0.000363878403241759
"5",4,0.16316159,0.11173283,0.11173283,0.3425,3,5,0,0,3,0.009735908,-0.00013896996,33.780575,47.81574,117.11697,-0.097260274,0.13663198,0.98583573,0,8.85065973377151,0.00639925474592053,0,0.000566376263058651,0.000566376263058651
"6",5,0.17007229,0.060906544,0.060906544,0.3225,4,6,0,0,4,0.010328924,0.0002523766,33.682735,47.826977,117.27126,-0.3004031,0.0031177502,0.9538073,0,3.26209798248205,0.00198203512434168,0,6.46559278032353e-05,6.46559278032353e-05
"7",6,0.19196437,0.0948023,0.0948023,0.3375,5,7,0,0,4,0.010185969,-0.0007743204,33.669716,47.811447,117.445526,-0.24424554,-0.17050092,0.9546064,0,6.98907747322509,0.00542011184536881,0,0.000378815816008276,0.000378815816008276
"8",7,0.23202184,0.088942274,0.088942274,0.485,6,8,0,0,4,0.0073366594,-0.00033801977,33.624813,47.775284,117.62867,-0.4029881,-0.062426906,0.91307366,0,6.3447432174197,0.00576627296281191,0,0.000365855212705915,0.000365855212705915
"9",8,0.14763837,0.086137824,0.086137824,0.4525,7,9,0,0,4,0.010530951,-0.00016698427,33.499695,47.730637,117.82451,-0.07420707,0.18634449,0.97967803,0,6.03638226412472,0.00344141389120127,0,0.000207736897763598,0.000207736897763598
"10",9,0.17667937,0.06949159,0.06993936,0.3175,8,10,0,0,3,0.009421797,-0.000779508,33.47248,47.765617,117.96649,-0.1378806,-0.16268873,0.97699606,0,4.2060595323907,0.00268040371994393,0,0.000112739376169256,0.000112739376169256
"11",10,0.23146924,0.06420532,0.059456166,0.3425,9,11,0,0,4,0.0076017147,5.4383392e-05,33.46263,47.73862,118.14145,-0.44922176,-0.20714168,0.8690755,0,3.62481213750946,0.00299767943184147,0,0.000108660247889014,0.000108660247889014
"12",11,0.17533961,0.062403016,0.059283257,0.265,10,12,0,0,4,0.012285616,-0.00019939989,33.354534,47.68892,118.340065,-0.38129652,-0.2576569,0.8878209,0,3.42664130915903,0.00214506802437926,0,7.35037870329412e-05,7.35037870329412e-05
"13",12,0.1618483,0.05687434,0.050843343,0.3925,11,13,0,0,4,0.020988643,-0.00030084944,33.297005,47.638775,118.4983,-0.20882651,0.07374923,0.975168,0,2.81874036536644,0.00164471538377474,0,4.636025641785e-05,4.636025641785e-05
"14",13,0.1616752,0.052237164,0.046384986,0.485,12,14,0,0,4,0.0063917567,9.25735e-05,33.267002,47.645287,118.65735,0.036241643,0.057571363,0.99768335,0,2.3088635581648,0.00138596563134619,0,3.20000553908409e-05,3.20000553908409e-05
"15",14,0.19245131,0.05321586,0.05436921,0.645,13,15,0,0,4,0.0060773054,-0.00024994113,33.27038,47.65537,118.818695,0.016570877,0.063250795,0.99786013,0,2.41647525797973,0.00171219377730628,0,4.13747389972747e-05,4.13747389972747e-05
"16",15,0.1671377,0.050934196,0.055835474,0.5325,14,16,0,0,4,0.01567982,-0.00031595162,33.273388,47.665318,119.01088,-0.03131409,-0.030697849,0.9990381,0,2.16559680190497,0.00136220730387303,0,2.94999178079904e-05,2.94999178079904e-05
"17",16,0.16852605,0.037936702,0.026723336,0.2225,15,17,0,0,4,0.035088807,0.0009348907,33.277355,47.665234,119.1783,0.12875159,0.09889517,0.9867334,0,0.736468224007025,0.000761966820525491,0,5.61164351064688e-06,5.61164351064688e-06
"18",17,0.14559163,0.03400387,0.03596093,0.1825,16,18,0,0,3,0.007607784,3.342555e-09,33.300392,47.6703,119.34558,0.15542641,0.46617442,0.8709329,0,0.304036972007867,0.00052886274558454,0,1.6079382777529e-06,1.6079382777529e-06
"19",18,0.17930944,0.026880117,0.019858293,0.27,17,19,0,0,4,0.0092252875,0.0001576549,33.314396,47.749546,119.467834,-0.30718076,0.041357394,0.9507521,0,0,0.000407019612373638,0,0,0
"20",19,0.20907128,0.020275334,0.019625576,0.2225,18,20,0,0,4,0.008238243,8.182451e-05,33.251442,47.765396,119.6354,0.018209426,0.22230826,0.97480637,0,0,0.000270010271273644,0,0,0
"21",20,0.14814834,0.013515888,0.028640086,0.1225,19,21,0,0,3,0.010620123,-0.00024200954,33.246056,47.81057,119.83967,0.1384018,0.36558676,0.92042994,0,0,8.50228837333164e-05,0,0,0
"22",21,0.01,0.0079964325,0.005,0.05,20,22,0,0,5,0.061897527,0.005,33.169216,47.97237,119.97841,-0.5967025,0.3928908,0.6997021,0,0,2.00882647704306e-06,0,0,0
"23",22,0.01,0.0075326315,0.005,0.05,21,4294967295,0,0,5,0.43414998,0.005,33.10822,47.999355,120.04105,-0.06583726,-0.30498275,-0.9500795,0,0,1.78255655188889e-06,0,0,0
"24",23,0.14561859,0.030284517,0.070167534,0.18,17,24,1,0,4,0.039152976,-0.0002427885,33.267357,47.669235,119.33759,-0.13480718,-0.33319327,0.9331717,0,0,0.000419573448619934,0,0,0
"25",24,0.15456146,0.030160237,0.04215313,0.35,23,25,1,0,4,0.017313804,-0.00021751574,33.234596,47.590916,119.46541,-0.078065306,-0.20317218,0.9760261,0,0,0.000441693068567719,0,0,0
